#AIRPORT
4791;BD;DAC;Dhaka;24.1,90.25
106266;BA;SJJ;Sarajevo;43.51,18.23
106268;BB;BGI;Bridgetown;42.7,23.41
106270;BD;CGP;Chittagong;43.19,27.91
106283;BD;ZYL;Sylhet;24.96,91.87
106286;BE;BRU;Brussel (Bruxelles);50.5,4.2
106329;BG;SOF;Sofia;42.41,23.19
106334;BH;BAH;Bahrain International Airport;26.16,50.38
106428;BR;BSB;Brasilia;-15.87,-47.92
106468;BR;CWB;Curitiba;-25.53,-49.18
106489;BR;GIG;Rio de Janeiro Internacional Apt;-22.81,-43.25
106495;BR;GRU;Guarulhos Apt/Sao Paulo;-23.26,-46.29
106498;BR;GYN;Goiania;-16.63,-49.22
106500;BR;IGU;Foz do Iguacu;-25.6,-54.49
106594;BR;POA;Porto Alegre;-30.03,-51.22
106686;BR;SSA;Salvador;17.48,-88.2
106715;BR;VCP;Viracopos Apt/Sao Paolo;-23.0,-47.08
106718;BR;VIX;Vitoria;-20.3,-40.3
106771;BW;GBE;Gaborone;-24.56,25.92
106816;CA;CHA;Charlottetown;46.14,-63.08
106863;CA;KWL;Kelowna;49.57,-119.22
106871;CA;MNT;Moncton;46.11,-64.68
106957;CA;VIC;Victoria;48.26,-123.21
107021;CA;YDF;Deer Lake;49.1,-57.26
107036;CA;YEG;Edmonton Int Apt;53.18,-113.34
107077;CA;YHZ;Halifax Apt;44.88,-63.51
107122;CA;YMM;Fort McMurray;56.44,-111.23
107144;CA;YOW;Ottawa Apt;45.19,-75.39
107165;CA;YQR;Regina Apt;50.43,-104.67
107214;CA;YUL;Montreal-Dorval Apt;45.47,-73.74
107222;CA;YVR;Vancouver Apt;49.15,-123.6
107228;CA;YWG;Winnipeg Apt;49.91,-97.24
107239;CA;YXE;Saskatoon John G. Diefenbaker Apt;52.1,-106.42
107249;CA;YYC;Calgary Apt;51.11,-114.02
107257;CA;YYT;Saint-Johns-Apt;47.37,-52.45
107260;CA;YYZ;Pearson International Apt/Toronto;43.42,-79.38
107419;CH;BSL;Basel;47.34,7.36
107422;CH;GVA;Geneve;46.24,6.11
107428;CH;ZRH;Zurich;47.46,8.55
107429;CI;ABJ;Abidjan;-36.71,-72.98
107496;CL;SCL;Santiago;-33.27,-70.38
107549;CN;CGO;Zhengzhou Xinzheng International Apt;34.52,113.84
107550;CN;CGQ;Changchun Longjia International Apt;44.0,125.68
107553;CN;CKG;Chongqing Jiangbei International Apt;29.72,106.64
107557;CN;CSX;Changsha Huanghua International Apt;28.2,113.22
107558;CN;CTU;Chengdu Shuangliu International Apt;30.58,103.95
107583;CN;HET;Hohhot Baita International Apt;40.86,111.82
107584;CN;HFE;Hefei Xinqiao International Apt;31.99,116.97
107586;CN;HGH;Hangzhou Xiaoshan International Apt;30.23,120.43
107594;CN;HRB;Harbin Taiping International Apt;45.62,126.25
107600;CN;INC;Yinchuan Hedong International Apt;38.48,106.01
107608;CN;JJN;Quanzhou Jinjiang Apt;24.8,118.59
107618;CN;KMG;Kunming Wujiaba International Apt;25.1,102.93
107622;CN;KWE;Guiyang Longdongbao International Apt;26.54,106.8
107641;CN;MDG;Mudanjiang Hailang Apt;44.31,129.34
107653;CN;NKG;Nanjing Lukou International Apt;31.44,118.51
107654;CN;NNG;Nanning Wuxu International Apt;22.61,108.17
107655;CN;PEK;Beijing Shoudu International Apt;40.08,116.58
107656;CN;PVG;Shanghai Pudong International Apt;31.14,121.81
107661;CN;SHE;Shenyang Taoxian International Apt;41.38,123.29
107669;CN;SYX;Sanya Fenghuang International Apt;18.3,109.41
107675;CN;TNA;Jinan Yaoqiang International Apt;36.86,117.22
107677;CN;TSN;Tianjin Binhai International Apt;39.13,117.36
107678;CN;TXN;Huangshan Tunxi International Apt;29.73,118.26
107681;CN;URC;Urumqi Diwobao International Apt;43.45,87.36
107685;CN;WEH;Weihai Dashuipo Apt;37.11,122.13
107709;CN;YNJ;Yanji Chaoyangchuan Apt;42.52,129.27
107715;CN;ZHA;Zhanjiang Potou Apt;21.27,110.36
107945;CV;RAI;Praia;14.93,-23.51
107956;CY;LCA;Larnaca;34.55,33.37
107967;CZ;OSR;Ostrava;49.82,18.26
107971;CZ;PRG;Praha;50.1,14.26
108001;DE;DUS;Dusseldorf;51.14,6.47
108011;DE;FRA;Frankfurt am Main;50.07,8.41
108016;DE;HAJ;Hannover;52.46,9.69
108017;DE;HAM;Hamburg;53.54,9.95
108046;DE;MUC;Munchen;48.09,11.35
108088;DJ;JIB;Djibouti;11.55,43.16
108094;DK;BLL;Billund;55.74,9.15
108095;DK;CPH;Kobenhavn;55.4,12.35
108114;DO;PUJ;Punta Cana Apt;18.34,-68.21
108115;DO;SDQ;Santo Domingo;18.28,-69.54
108117;DZ;AAE;Annaba (ex Bone);36.82,7.81
108118;DZ;ALG;Alger (Algiers);36.45,3.03
108132;DZ;GHA;Ghardaia;32.38,3.79
108134;DZ;HME;Hassi Messaoud;31.67,6.14
108141;DZ;OGX;Ouargla;31.55,5.24
108149;DZ;TMR;Tamanrasset;22.48,5.27
108190;EG;CAI;El Qahira (Cairo);30.03,31.15
108216;ES;ALC;Alicante;38.28,-0.56
108219;ES;BCN;Barcelona;41.36,2.18
108220;ES;BIO;Bilbao;43.3,-2.91
108234;ES;LPA;Las Palmas de Gran Canaria;28.06,-15.25
108235;ES;MAD;Madrid;40.48,-3.57
108240;ES;PMI;Palma de Mallorca;39.34,2.38
108260;ES;ZAZ;Zaragoza;41.66,-1.01
108262;ET;ADD;Addis Ababa;8.98,38.8
108270;ET;BJR;Bahar Dar;11.61,37.32
108335;FJ;NAN;Nadi;-17.78,177.44
108349;FR;ANE;Angers;47.56,-0.31
108353;FR;AVN;Avignon;43.91,4.9
108356;FR;BES;Brest;48.45,-4.42
108359;FR;BIQ;Biarritz;43.47,-1.52
108360;FR;BOD;Bordeaux;44.83,-0.72
108368;FR;CDG;Charles-de-Gaulle Apt/Paris;49.01,2.55
108372;FR;CFE;Clermont-Ferrand;45.79,3.17
108391;FR;FNI;Nimes;43.84,4.36
108408;FR;LIG;Limoges;45.86,1.18
108409;FR;LIL;Lille-Lesquin Apt;50.56,3.09
108411;FR;LLE;Lille;50.38,3.04
108413;FR;LME;Le Mans;48.01,0.2
108415;FR;LRH;La Rochelle;46.18,-1.2
108420;FR;LYN;Bron Apt/Lyon;45.43,4.56
108421;FR;LYS;Saint-Exupery Apt/Lyon;45.43,5.04
108428;FR;MPL;Montpellier;43.61,3.88
108429;FR;MRS;Marseille;43.18,5.24
108432;FR;MZM;Metz;49.08,6.1
108433;FR;NCE;Nice;43.66,7.22
108436;FR;NTE;Nantes;47.22,-1.55
108441;FR;PIS;Poitiers;46.59,0.31
108444;FR;PUF;Pau;43.3,-0.37
108445;FR;QXB;Aix-en-Provence;43.32,5.26
108452;FR;RNS;Rennes;48.07,-1.73
108457;FR;SXB;Strasbourg;48.57,7.75
108461;FR;TLN;Toulon;43.12,5.93
108462;FR;TLS;Toulouse;43.6,1.44
108467;FR;VAF;Valence;44.56,4.53
108518;GB;ABD;Aberdeen;57.08,-2.06
108528;GB;BHD;George Best Belfast City Apt/Belfast;54.37,-5.52
108529;GB;BHM;Birmingham;52.28,-1.55
108556;GB;EDI;Edinburgh;55.57,-3.12
108557;GB;EMA;East Midlands Apt;52.83,-1.33
108569;GB;GLW;Glasgow;55.5,-4.15
108581;GB;INV;Inverness;57.54,-4.05
108590;GB;LGW;Gatwick Apt/London;51.15,-0.19
108591;GB;LHR;Heathrow Apt/London;51.28,-0.27
108603;GB;MNC;Manchester;53.3,-2.13
108608;GB;NCL;Newcastle upon Tyne;54.58,-1.36
108612;GB;NQY;Newquay;50.44,-5.0
108634;GB;SKY;Isle of Skye Apt;57.25,-5.82
108673;GH;ACC;Accra;5.61,-0.17
108707;GM;BJL;Banjul;13.34,-16.65
108709;GN;CKY;Conakry;9.52,-13.72
108769;GR;SKG;Thessaloniki;40.38,22.57
108794;GU;GUM;Guam;13.49,144.8
108797;GW;OXB;Bissau;11.51,-15.35
108829;HK;HKG;Hong Kong;22.33,114.12
108874;HR;ZAG;Zagreb;45.48,16.0
108879;HU;BUD;Budapest;47.3,19.05
108908;ID;CGK;Soekarno-Hatta Apt/Jakarta;-6.13,106.66
108913;ID;DPS;Denpasar, Bali;-8.39,115.13
108939;ID;KNO;Kuala Namu Intl Apt/Medan;3.37,98.52
109076;IE;DUB;Dublin;53.35,-6.2
109081;IE;KIR;Kerry County;52.18,-9.52
109101;IL;TLV;Tel Aviv-Yafo;32.03,34.45
109109;IN;AMD;Ahmedabad;23.02,72.37
109119;IN;BLR;Bangalore;12.59,77.35
109120;IN;BOM;Mumbai (ex Bombay);18.58,72.49
109124;IN;CCU;Kolkata (ex Calcutta);22.34,88.21
109126;IN;CJB;Coimbatore;11.03,77.04
109135;IN;DEL;Delhi;28.57,77.1
109141;IN;GAU;Gauhati (Panidi);26.11,91.59
109143;IN;GOI;Goa;15.38,73.83
109150;IN;HYD;Hyderabad;17.23,78.43
109155;IN;IXB;Bagdogra;26.68,88.33
109158;IN;IXE;Mangalore;12.96,74.89
109165;IN;IXM;Madurai;9.83,78.09
109191;IN;MAA;Chennai (ex Madras);13.05,80.17
109204;IN;PNQ;Pune;18.52,73.86
109214;IN;RPR;Raipur;21.14,81.38
109229;IN;TRV;Thiruvananthapuram (ex Trivandrum);8.29,76.55
109230;IN;TRZ;Tiruchirapalli;10.79,78.7
109237;IQ;BGW;Baghdad;33.2,44.23
109277;IR;IKA;Imam Khomeini International Apt/Tehran;35.24,51.09
109287;IR;MHD;Mashad;36.24,59.64
109343;IT;BLQ;Bologna;44.3,11.21
109354;IT;FCO;Fiumicino;41.46,12.14
109367;IT;MXP;Malpensa Apt/Milano;45.63,8.73
109395;IT;VCE;Venezia;45.26,12.2
109397;JE;JER;States Apt, Jersey;49.12,-2.11
109399;JM;MBJ;Montego Bay;18.46,-77.94
109404;JO;AMM;Amman;31.72,35.99
109411;JP;AKJ;Asahikawa;43.67,142.45
109412;JP;AOJ;Aomori;40.74,140.69
109414;JP;AXT;Akita;39.77,140.04
109416;JP;CTS;Chitose Apt/Sapporo;42.79,141.67
109420;JP;FSZ;Shizuoka Apt;34.47,138.11
109422;JP;FUK;Fukuoka;33.3,130.3
109426;JP;HIJ;Hiroshima;34.44,132.92
109428;JP;HNA;Hanamaki;39.42,141.14
109429;JP;HND;Haneda Apt/Tokyo;35.55,139.78
109440;JP;KIJ;Niigata;37.98,139.17
109441;JP;KIX;Kansai Int Apt;34.43,135.24
109447;JP;KMQ;Komatsu, Ishikawa;36.4,136.41
109448;JP;KOJ;Kagoshima;31.8,130.72
109463;JP;NGO;Nagoya, Aichi;35.03,136.82
109464;JP;NGS;Nagasaki;32.7,129.84
109466;JP;NRT;Narita Apt/Tokyo;35.76,140.39
109471;JP;OIT;Oita;33.25,131.59
109472;JP;OKA;Okinawa;26.21,127.68
109476;JP;OKJ;Okayama;34.66,133.92
109480;JP;OSA;Osaka;34.4,135.3
109535;KE;MBA;Mombasa;-4.04,39.63
109539;KE;NBO;Nairobi;-1.32,36.93
109551;KG;FRU;Bishkek (ex Frunze);42.52,74.36
109565;KH;PNH;Phnom Penh;11.58,104.92
109567;KH;REP;Siem Reap;13.41,103.81
109598;KP;FNJ;Pyongyang;39.04,125.76
109602;KR;CJJ;Cheongju Apt;36.42,127.29
109603;KR;GMP;Gimpo;37.37,126.41
109615;KR;PUS;Busan;35.08,129.03
109624;KR;TAE;Daegu;35.52,128.35
109630;KW;KWI;Kuwait;29.35,47.92
109637;KZ;ALA;Almaty;43.15,76.57
109664;LA;LPQ;Luang Prabang;19.9,102.16
109679;LA;VTE;Vientiane;17.99,102.56
109684;LB;BEY;Beirut;33.5,35.29
109693;LK;CMB;Colombo;6.55,79.51
109770;MA;AGA;Agadir;30.33,-9.41
109772;MA;CAS;Casablanca;33.35,-7.36
109834;MG;TNR;Antananarivo;-18.88,47.51
109931;MM;MDL;Mandalay;21.7,95.98
109949;MM;RGN;Yangon;16.9,96.14
109970;MN;ULN;Ulaanbaatar;47.89,106.91
109975;MO;MFM;Macau;22.12,113.32
109977;MP;SPN;Saipan;15.15,145.73
109993;MR;NKC;Nouakchott;17.99,-16.03
110008;MU;MRU;Sir Seewoosagur Ramgoolam Int Apt;-20.26,57.41
110015;MV;MLE;Male;4.1,73.3
110044;MX;CUN;Cancun;21.1,-86.5
110053;MX;GDL;Guadalajara;20.52,-103.31
110067;MX;MEX;Ciudad de Mexico;19.26,-99.08
110071;MX;MTY;Monterrey;25.69,-100.32
110122;MY;AOR;Alor Setar;6.19,100.39
110124;MY;BKI;Kota Kinabalu, Sabah;6.0,116.08
110133;MY;JHB;Johor Bahru;1.64,103.67
110134;MY;KBR;Kota Bharu;6.17,102.29
110135;MY;KCH;Kuching, Sarawak;1.61,110.45
110138;MY;KUA;Kuantan (Tanjong Gelang);3.97,103.42
110140;MY;KUL;Kuala Lumpur;2.75,101.71
110143;MY;LBU;Labuan, Sabah;5.27,115.24
110145;MY;LGK;Langkawi;6.22,99.48
110159;MY;PEN;Penang (Georgetown);5.25,100.19
110162;MY;SBW;Sibu, Sarawak;2.26,111.99
110163;MY;SDK;Sandakan, Sabah;5.9,118.06
110171;MY;TGG;Kuala Terengganu;5.38,103.1
110175;MY;TWU;Tawau, Sabah;4.32,118.13
110195;MZ;MPM;Maputo;-25.96,32.55
110238;NA;WDH;Windhoek;-22.56,17.07
110261;NG;ABV;Abuja;9.01,7.26
110277;NG;PHC;Port Harcourt;4.82,7.05
110292;NL;AMS;Amsterdam;52.31,4.76
110305;NO;AES;Alesund;62.56,6.12
110308;NO;BGO;Bergen;60.29,5.22
110320;NO;HAU;Haugesund;59.35,5.21
110332;NO;MOL;Molde;62.44,7.09
110336;NO;OSL;Oslo;59.54,10.44
110349;NO;SVG;Stavanger;58.58,5.45
110352;NO;TRD;Trondheim;63.26,10.24
110377;NP;KTM;Kathmandu;27.7,85.36
110401;NZ;AKL;Auckland;-36.5,174.48
110406;NZ;CHC;Christchurch;-43.32,172.38
110410;NZ;DUD;Dunedin;-45.52,170.3
110430;NZ;NPE;Napier;-39.28,176.54
110431;NZ;NPL;New Plymouth;-39.03,174.01
110432;NZ;NSN;Nelson;-41.15,173.16
110455;NZ;WLG;Wellington;-41.16,174.47
110460;NZ;ZQN;Queenstown;-45.02,168.74
110463;OM;MCT;Muscat;23.36,58.35
110493;PA;PTY;Panama, Ciudad de;8.58,-79.32
110527;PE;LIM;Lima;-12.05,-77.04
110995;PH;CEB;Cebu;10.31,123.92
110996;PH;CFA;Clark Field Apt Luzon Island;15.11,120.33
111026;PH;MNL;Manila;14.6,120.95
111077;PK;ISB;Islamabad;33.62,73.1
111084;PK;KHI;Karachi;24.84,66.98
111085;PK;LHE;Lahore;31.52,74.4
111091;PK;MUX;Multan;30.2,71.42
111097;PK;PEW;Peshawar;33.99,71.51
111110;PK;SKT;Sialkot;32.3,74.31
111135;PL;POZ;Poznan;52.41,16.93
111143;PL;SZZ;Szczecin;53.42,14.58
111144;PL;WAW;Warszawa;52.15,21.0
111146;PL;WRO;Wroclaw;51.11,17.04
111150;PR;BQN;Aguadilla;18.49,-67.13
111157;PR;PSE;Ponce;18.01,-66.56
111158;PR;SJU;San Juan;18.27,-66.05
111166;PT;FAO;Faro;37.01,-7.56
111168;PT;FNC;Funchal, Madeira;32.38,-16.54
111170;PT;HOR;Horta;38.52,-28.72
111173;PT;OPO;Porto;41.09,-8.37
111174;PT;PDL;Ponta Delgada;37.44,-25.4
111180;PT;TER;Terceira Island Apt;38.43,-27.13
111183;PW;ROR;Koror;7.34,134.48
111185;PY;ASU;Asuncion;-25.24,-57.52
111196;QA;DOH;Doha;25.3,51.56
111197;RE;RUN;Saint-Denis de la Reunion Apt;-20.53,55.32
111220;RS;BEG;Belgrade (Beograd);44.82,20.31
111225;RU;AAQ;Anapa;45.0,37.35
111228;RU;AER;Sochi;43.36,39.43
111230;RU;ARH;Arkhangelsk;64.6,40.72
111231;RU;ASF;Astrakhan;46.28,48.01
111232;RU;BAX;Barnaul;53.36,83.54
111239;RU;CEK;Chelyabinsk;55.3,61.51
111248;RU;DME;Domodedovo Apt/Moscow;55.25,37.52
111252;RU;EKA;Ekaterinburg;56.5,60.36
111259;RU;GOJ;Nizhniy Novgorod (ex Gorkiy);56.23,43.78
111267;RU;IKT;Irkutsk;52.27,104.39
111272;RU;KEJ;Kemerovo;55.2,86.05
111273;RU;KGD;Kaliningrad;54.89,20.59
111276;RU;KJA;Krasnojarsk;56.17,92.49
111281;RU;KRR;Krasnodar;45.03,39.17
111283;RU;KUF;Samara;53.13,50.1
111284;RU;KVK;Kirovsk;67.46,33.59
111288;RU;KZN;Kazan;55.61,49.28
111290;RU;LED;Saint Petersburg (ex Leningrad);59.53,30.15
111295;RU;MMK;Murmansk;68.96,33.08
111298;RU;MRV;Mineralnye Vody;44.23,43.08
111302;RU;NJC;Nizhnevartovsk;60.56,76.34
111306;RU;NOZ;Novokuznetsk;53.45,87.07
111308;RU;NUX;Novy Urengoy;66.07,76.52
111313;RU;OMS;Omsk;54.97,73.31
111315;RU;OVB;Novosibirsk;55.02,82.56
111316;RU;PEE;Perm;57.59,56.13
111328;RU;ROV;Rostov;47.26,39.82
111337;RU;STW;Stavropol;45.11,42.11
111338;RU;SVO;Sheremetyevo Apt/Moscow;55.58,37.24
111341;RU;TJM;Tyumen;57.09,65.3
111342;RU;TOF;Tomsk;56.38,85.21
111348;RU;UFA;Ufa;54.56,55.87
111363;RU;VOG;Volgograd;48.48,44.35
111364;RU;VOZ;Voronezh;51.81,39.23
111366;RU;VVO;Vladivostok;43.09,131.87
111376;SA;AHB;Abha;18.24,42.66
111383;SA;DMM;Ad Dammam;26.25,50.06
111391;SA;JED;Jeddah;21.47,39.16
111393;SA;MED;Madinah;24.55,39.71
111398;SA;RUH;Riyadh;24.96,46.7
111458;SC;SEZ;Mahe Island Apt;-4.4,55.28
111472;SD;KRT;Khartoum;15.59,32.55
111484;SE;AGH;Helsingborg-Angelholm Apt;56.3,12.85
111485;SE;ARN;Arlanda Apt/Stockholm;59.65,17.92
111491;SE;GOT;Goteborg;57.66,12.28
111517;SE;RNB;Ronneby;56.12,15.18
111518;SE;SDL;Sundsvall;62.23,17.18
111531;SG;SIN;Singapore;1.27,103.78
111535;SI;LJU;Ljubljana;46.22,14.46
111562;SN;DKR;Dakar;14.67,-17.43
111658;TH;BKK;Bangkok;13.45,100.31
111659;TH;CEI;Mae Fah Luang - Chiang Rai International Apt;19.57,99.53
111660;TH;CNX;Chiang Mai International Apt;18.46,98.58
111662;TH;HDY;Hat Yai;6.93,100.39
111665;TH;HKT;Phuket;7.88,98.42
111666;TH;KBV;Krabi;8.1,98.99
111671;TH;LPT;Lampang Apt;18.16,99.3
111689;TH;THS;Sukhothai Apt;17.14,99.49
111696;TH;USM;Samui Apt;9.33,100.04
111698;TH;UTP;U-Tapao Rayong Pattaya International Apt;12.41,101.0
111726;TN;TUN;Tunis;36.81,10.3
111755;TR;IST;Istanbul;40.96,28.68
111767;TR;SAW;Sabiha Gokcen Apt/Istanbul;40.53,29.18
111789;TW;KHH;Kaohsiung;22.58,120.35
111798;TW;TPE;Taipei;25.02,121.31
111806;TZ;DAR;Dar es Salaam;-6.48,39.17
111865;UG;EBB;Entebbe;0.04,32.44
111886;US;ABQ;Albuquerque;35.04,-106.61
111936;US;ALW;Walla Walla;46.09,-118.29
111944;US;ANC;Anchorage;61.17,-150.0
111979;US;ATL;Atlanta;33.64,-84.43
111993;US;AUS;Austin;30.19,-97.67
112057;US;BIL;Billings;45.81,-108.54
112075;US;BLI;Bellingham;48.79,-122.54
112082;US;BMI;Bloomington-Normal Apt;40.48,-88.92
112093;US;BOI;Boise;43.56,-116.22
112095;US;BOS;Boston;42.34,-71.02
112119;US;BTV;Burlington;44.47,-73.15
112121;US;BUF;Buffalo;42.94,-78.73
112123;US;BUR;Burbank;34.2,-118.36
112132;US;BWI;Baltimore-Washington Int Apt;39.18,-76.67
112146;US;BZN;Bozeman;45.4,-111.02
112197;US;CHS;Charleston;32.9,-80.04
112221;US;CLE;Cleveland;41.3,-81.4
112229;US;CLT;Charlotte;35.21,-80.94
112280;US;CVG;Cincinnati;39.05,-84.67
112311;US;DBQ;Dubuque;42.4,-90.71
112313;US;DCA;National Apt/Washington;38.85,-77.04
112321;US;DEN;Denver;39.86,-104.67
112327;US;DFW;Dallas-Fort Worth Int Apt;32.89,-97.04
112367;US;DTW;Wayne County Apt/Detroit;42.21,-83.35
112382;US;EAT;Wenatchee;47.4,-120.21
112452;US;EUG;Eugene;44.12,-123.21
112461;US;EWR;Newark;40.44,-74.1
112467;US;FAI;Fairbanks;64.82,-147.86
112472;US;FAT;Fresno;36.78,-119.72
112479;US;FCA;Kalispell;48.31,-114.26
112499;US;FLL;Fort Lauderdale;26.07,-80.08
112509;US;FMY;Fort Myers;26.38,-81.52
112568;US;GEG;Spokane;47.62,-117.53
112614;US;GTF;Great Falls;47.48,-111.37
112682;US;HNL;Honolulu;21.18,-157.51
112691;US;HOT;Hot Springs;47.61,-114.62
112692;US;HOU;Houston;29.45,-95.21
112729;US;IAD;Dulles Int Apt/Washington;38.94,-77.46
112759;US;IND;Indianapolis;39.72,-86.29
112790;US;JAX;Jacksonville;30.35,-81.62
112801;US;JFK;John F. Kennedy Apt/New York;40.38,-73.46
112817;US;JNU;Juneau;58.35,-134.58
112844;US;KHH;Kailua Kona;19.39,-156.0
112886;US;KTN;Ketchikan;55.36,-131.71
112910;US;LAS;Las Vegas;36.04,-115.09
112912;US;LAX;Los Angeles;33.94,-118.4
112932;US;LGB;Long Beach;33.77,-118.19
112940;US;LIH;Kauai Island Apt;21.58,-159.2
113002;US;LWS;Lewiston;46.37,-117.01
113021;US;MCI;Kansas City International Apt;39.17,-94.42
113042;US;MFR;Medford;42.37,-122.87
113059;US;MIA;Miami;25.77,-80.16
113069;US;MKE;Milwaukee;43.04,-87.91
113079;US;MLI;Moline;41.51,-90.52
113086;US;MMH;Mammoth Lakes;37.62,-118.84
113121;US;MRY;Monterey-Carmel Apt;36.59,-121.84
113125;US;MSN;Madison;43.07,-89.4
113126;US;MSO;Missoula;46.92,-114.08
113127;US;MSP;Minneapolis/St Paul Apt;44.53,-93.12
113130;US;MSY;New Orleans;29.91,-90.11
113223;US;OAK;Oakland;37.79,-122.28
113240;US;OGG;Kahului;20.9,-156.43
113247;US;OKC;Oklahoma City;35.01,-97.09
113272;US;ONT;Ontario;34.06,-117.6
113277;US;ORD;O'Hare Apt/Chicago;41.58,-87.54
113281;US;ORL;Orlando;28.32,-81.22
113316;US;PBI;West Palm Beach;26.68,-80.1
113346;US;PHL;Philadelphia;39.9,-75.13
113352;US;PIA;Peoria;40.69,-89.59
113358;US;PIT;Pittsburgh;40.49,-80.23
113407;US;PSC;Pasco;46.26,-119.12
113414;US;PSP;Palm Springs;33.83,-116.51
113419;US;PDX;Portland;45.64,-122.75
113433;US;PUW;Pullman;46.74,-117.11
113442;US;PWM;Portland;43.65,-70.31
113473;US;RDM;Redmond-Bend Apt;44.25,-121.15
113476;US;RDU;Raleigh-Durham Apt;35.88,-78.79
113487;US;RIC;Richmond;37.33,-77.27
113510;US;RNO;Reno;39.5,-119.77
113514;US;ROC;Rochester;43.12,-77.67
113542;US;SAC;Sacramento;38.34,-121.29
113546;US;SAN;San Diego;32.42,-117.09
113549;US;SAT;San Antonio;29.42,-98.49
113550;US;SAV;Savannah;32.13,-81.14
113552;US;SBA;Santa Barbara;34.42,-119.7
113572;US;SEA;Seattle;47.6,-122.33
